scenario,cost_form,alpha_scenario,alpha,theta_f,candidate,capacity,speed_multiplier,mean_loss_days,cost_index,pareto_frontier,engineering_action_candidate,pareto_actionable,equivalent_group
boundary_tradeoff,linear,moderate,0.5,1.25,L0,0.0,1.0,43.52602158068175,0.875,True,False,False,G1
boundary_tradeoff,linear,moderate,0.5,1.25,L1,0.25,1.15,38.83044962497387,0.925,True,True,True,G2
boundary_tradeoff,linear,moderate,0.5,1.25,L2,0.5,1.3,32.15913884757574,0.975,True,True,True,G3
boundary_tradeoff,linear,moderate,0.5,1.25,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,moderate,0.5,1.25,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,moderate,0.5,1.25,F_fast,0.5,0.5,12.506280876982748,1.71875,True,True,True,G6
boundary_tradeoff,linear,moderate,0.5,1.5,L0,0.0,1.0,43.52602158068175,0.875,True,False,False,G1
boundary_tradeoff,linear,moderate,0.5,1.5,L1,0.25,1.15,38.83044962497387,0.925,True,True,True,G2
boundary_tradeoff,linear,moderate,0.5,1.5,L2,0.5,1.3,32.15913884757574,0.975,True,True,True,G3
boundary_tradeoff,linear,moderate,0.5,1.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,moderate,0.5,1.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,moderate,0.5,1.5,F_fast,0.5,0.5,12.506280876982748,2.0625,True,True,True,G6
boundary_tradeoff,linear,moderate,0.5,2.0,L0,0.0,1.0,43.52602158068175,0.875,True,False,False,G1
boundary_tradeoff,linear,moderate,0.5,2.0,L1,0.25,1.15,38.83044962497387,0.925,True,True,True,G2
boundary_tradeoff,linear,moderate,0.5,2.0,L2,0.5,1.3,32.15913884757574,0.975,True,True,True,G3
boundary_tradeoff,linear,moderate,0.5,2.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,moderate,0.5,2.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,moderate,0.5,2.0,F_fast,0.5,0.5,12.506280876982748,2.75,True,True,True,G6
boundary_tradeoff,linear,strong,1.0,0.5,L0,0.0,1.0,43.52602158068175,0.75,True,False,False,G1
boundary_tradeoff,linear,strong,1.0,0.5,L1,0.25,1.15,38.83044962497387,0.8500000000000001,True,True,True,G2
boundary_tradeoff,linear,strong,1.0,0.5,L2,0.5,1.3,32.15913884757574,0.95,False,True,False,G3
boundary_tradeoff,linear,strong,1.0,0.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,strong,1.0,0.5,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
boundary_tradeoff,linear,strong,1.0,0.5,F_fast,0.5,0.5,12.506280876982748,0.875,True,True,True,G6
boundary_tradeoff,linear,strong,1.0,0.8,L0,0.0,1.0,43.52602158068175,0.75,True,False,False,G1
boundary_tradeoff,linear,strong,1.0,0.8,L1,0.25,1.15,38.83044962497387,0.8500000000000001,True,True,True,G2
boundary_tradeoff,linear,strong,1.0,0.8,L2,0.5,1.3,32.15913884757574,0.95,True,True,True,G3
boundary_tradeoff,linear,strong,1.0,0.8,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,strong,1.0,0.8,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,strong,1.0,0.8,F_fast,0.5,0.5,12.506280876982748,1.4000000000000001,True,True,True,G6
boundary_tradeoff,linear,strong,1.0,1.0,L0,0.0,1.0,43.52602158068175,0.75,True,False,False,G1
boundary_tradeoff,linear,strong,1.0,1.0,L1,0.25,1.15,38.83044962497387,0.8500000000000001,True,True,True,G2
boundary_tradeoff,linear,strong,1.0,1.0,L2,0.5,1.3,32.15913884757574,0.95,True,True,True,G3
boundary_tradeoff,linear,strong,1.0,1.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,strong,1.0,1.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,strong,1.0,1.0,F_fast,0.5,0.5,12.506280876982748,1.75,True,True,True,G6
boundary_tradeoff,linear,strong,1.0,1.25,L0,0.0,1.0,43.52602158068175,0.75,True,False,False,G1
boundary_tradeoff,linear,strong,1.0,1.25,L1,0.25,1.15,38.83044962497387,0.8500000000000001,True,True,True,G2
boundary_tradeoff,linear,strong,1.0,1.25,L2,0.5,1.3,32.15913884757574,0.95,True,True,True,G3
boundary_tradeoff,linear,strong,1.0,1.25,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,strong,1.0,1.25,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,strong,1.0,1.25,F_fast,0.5,0.5,12.506280876982748,2.1875,True,True,True,G6
boundary_tradeoff,linear,strong,1.0,1.5,L0,0.0,1.0,43.52602158068175,0.75,True,False,False,G1
boundary_tradeoff,linear,strong,1.0,1.5,L1,0.25,1.15,38.83044962497387,0.8500000000000001,True,True,True,G2
boundary_tradeoff,linear,strong,1.0,1.5,L2,0.5,1.3,32.15913884757574,0.95,True,True,True,G3
boundary_tradeoff,linear,strong,1.0,1.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,strong,1.0,1.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,strong,1.0,1.5,F_fast,0.5,0.5,12.506280876982748,2.625,True,True,True,G6
boundary_tradeoff,linear,strong,1.0,2.0,L0,0.0,1.0,43.52602158068175,0.75,True,False,False,G1
boundary_tradeoff,linear,strong,1.0,2.0,L1,0.25,1.15,38.83044962497387,0.8500000000000001,True,True,True,G2
boundary_tradeoff,linear,strong,1.0,2.0,L2,0.5,1.3,32.15913884757574,0.95,True,True,True,G3
boundary_tradeoff,linear,strong,1.0,2.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,linear,strong,1.0,2.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,linear,strong,1.0,2.0,F_fast,0.5,0.5,12.506280876982748,3.5,True,True,True,G6
boundary_tradeoff,exponential,independent,0.0,0.5,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
boundary_tradeoff,exponential,independent,0.0,0.5,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
boundary_tradeoff,exponential,independent,0.0,0.5,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
boundary_tradeoff,exponential,independent,0.0,0.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,independent,0.0,0.5,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
boundary_tradeoff,exponential,independent,0.0,0.5,F_fast,0.5,0.5,12.506280876982748,0.5,True,True,True,G6
boundary_tradeoff,exponential,independent,0.0,0.8,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
boundary_tradeoff,exponential,independent,0.0,0.8,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
boundary_tradeoff,exponential,independent,0.0,0.8,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
boundary_tradeoff,exponential,independent,0.0,0.8,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,independent,0.0,0.8,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
boundary_tradeoff,exponential,independent,0.0,0.8,F_fast,0.5,0.5,12.506280876982748,0.8,True,True,True,G6
boundary_tradeoff,exponential,independent,0.0,1.0,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
boundary_tradeoff,exponential,independent,0.0,1.0,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
boundary_tradeoff,exponential,independent,0.0,1.0,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
boundary_tradeoff,exponential,independent,0.0,1.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,independent,0.0,1.0,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
boundary_tradeoff,exponential,independent,0.0,1.0,F_fast,0.5,0.5,12.506280876982748,1.0,True,True,True,G6
boundary_tradeoff,exponential,independent,0.0,1.25,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
boundary_tradeoff,exponential,independent,0.0,1.25,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
boundary_tradeoff,exponential,independent,0.0,1.25,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
boundary_tradeoff,exponential,independent,0.0,1.25,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,independent,0.0,1.25,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,independent,0.0,1.25,F_fast,0.5,0.5,12.506280876982748,1.25,True,True,True,G6
boundary_tradeoff,exponential,independent,0.0,1.5,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
boundary_tradeoff,exponential,independent,0.0,1.5,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
boundary_tradeoff,exponential,independent,0.0,1.5,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
boundary_tradeoff,exponential,independent,0.0,1.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,independent,0.0,1.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,independent,0.0,1.5,F_fast,0.5,0.5,12.506280876982748,1.5,True,True,True,G6
boundary_tradeoff,exponential,independent,0.0,2.0,L0,0.0,1.0,43.52602158068175,1.0,False,False,False,G1
boundary_tradeoff,exponential,independent,0.0,2.0,L1,0.25,1.15,38.83044962497387,1.0,False,True,False,G2
boundary_tradeoff,exponential,independent,0.0,2.0,L2,0.5,1.3,32.15913884757574,1.0,False,True,False,G3
boundary_tradeoff,exponential,independent,0.0,2.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,independent,0.0,2.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,independent,0.0,2.0,F_fast,0.5,0.5,12.506280876982748,2.0,True,True,True,G6
boundary_tradeoff,exponential,moderate,0.5,0.5,L0,0.0,1.0,43.52602158068175,0.8824969025845955,False,False,False,G1
boundary_tradeoff,exponential,moderate,0.5,0.5,L1,0.25,1.15,38.83044962497387,0.927743486328553,False,True,False,G2
boundary_tradeoff,exponential,moderate,0.5,0.5,L2,0.5,1.3,32.15913884757574,0.9753099120283326,False,True,False,G3
boundary_tradeoff,exponential,moderate,0.5,0.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,moderate,0.5,0.5,L4,1.0,1.75,18.91124888921351,1.0,False,True,False,G5
boundary_tradeoff,exponential,moderate,0.5,0.5,F_fast,0.5,0.5,12.506280876982748,0.7274957073091006,True,True,True,G6
boundary_tradeoff,exponential,moderate,0.5,0.8,L0,0.0,1.0,43.52602158068175,0.8824969025845955,True,False,False,G1
boundary_tradeoff,exponential,moderate,0.5,0.8,L1,0.25,1.15,38.83044962497387,0.927743486328553,True,True,True,G2
boundary_tradeoff,exponential,moderate,0.5,0.8,L2,0.5,1.3,32.15913884757574,0.9753099120283326,True,True,True,G3
boundary_tradeoff,exponential,moderate,0.5,0.8,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,moderate,0.5,0.8,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,moderate,0.5,0.8,F_fast,0.5,0.5,12.506280876982748,1.163993131694561,True,True,True,G6
boundary_tradeoff,exponential,moderate,0.5,1.0,L0,0.0,1.0,43.52602158068175,0.8824969025845955,True,False,False,G1
boundary_tradeoff,exponential,moderate,0.5,1.0,L1,0.25,1.15,38.83044962497387,0.927743486328553,True,True,True,G2
boundary_tradeoff,exponential,moderate,0.5,1.0,L2,0.5,1.3,32.15913884757574,0.9753099120283326,True,True,True,G3
boundary_tradeoff,exponential,moderate,0.5,1.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,moderate,0.5,1.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,moderate,0.5,1.0,F_fast,0.5,0.5,12.506280876982748,1.4549914146182013,True,True,True,G6
boundary_tradeoff,exponential,moderate,0.5,1.25,L0,0.0,1.0,43.52602158068175,0.8824969025845955,True,False,False,G1
boundary_tradeoff,exponential,moderate,0.5,1.25,L1,0.25,1.15,38.83044962497387,0.927743486328553,True,True,True,G2
boundary_tradeoff,exponential,moderate,0.5,1.25,L2,0.5,1.3,32.15913884757574,0.9753099120283326,True,True,True,G3
boundary_tradeoff,exponential,moderate,0.5,1.25,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,moderate,0.5,1.25,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,moderate,0.5,1.25,F_fast,0.5,0.5,12.506280876982748,1.8187392682727515,True,True,True,G6
boundary_tradeoff,exponential,moderate,0.5,1.5,L0,0.0,1.0,43.52602158068175,0.8824969025845955,True,False,False,G1
boundary_tradeoff,exponential,moderate,0.5,1.5,L1,0.25,1.15,38.83044962497387,0.927743486328553,True,True,True,G2
boundary_tradeoff,exponential,moderate,0.5,1.5,L2,0.5,1.3,32.15913884757574,0.9753099120283326,True,True,True,G3
boundary_tradeoff,exponential,moderate,0.5,1.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,moderate,0.5,1.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,moderate,0.5,1.5,F_fast,0.5,0.5,12.506280876982748,2.182487121927302,True,True,True,G6
boundary_tradeoff,exponential,moderate,0.5,2.0,L0,0.0,1.0,43.52602158068175,0.8824969025845955,True,False,False,G1
boundary_tradeoff,exponential,moderate,0.5,2.0,L1,0.25,1.15,38.83044962497387,0.927743486328553,True,True,True,G2
boundary_tradeoff,exponential,moderate,0.5,2.0,L2,0.5,1.3,32.15913884757574,0.9753099120283326,True,True,True,G3
boundary_tradeoff,exponential,moderate,0.5,2.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,moderate,0.5,2.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,moderate,0.5,2.0,F_fast,0.5,0.5,12.506280876982748,2.9099828292364025,True,True,True,G6
boundary_tradeoff,exponential,strong,1.0,0.5,L0,0.0,1.0,43.52602158068175,0.7788007830714049,True,False,False,G1
boundary_tradeoff,exponential,strong,1.0,0.5,L1,0.25,1.15,38.83044962497387,0.8607079764250579,True,True,True,G2
boundary_tradeoff,exponential,strong,1.0,0.5,L2,0.5,1.3,32.15913884757574,0.951229424500714,True,True,True,G3
boundary_tradeoff,exponential,strong,1.0,0.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,strong,1.0,0.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,strong,1.0,0.5,F_fast,0.5,0.5,12.506280876982748,1.0585000083063374,True,True,True,G6
boundary_tradeoff,exponential,strong,1.0,0.8,L0,0.0,1.0,43.52602158068175,0.7788007830714049,True,False,False,G1
boundary_tradeoff,exponential,strong,1.0,0.8,L1,0.25,1.15,38.83044962497387,0.8607079764250579,True,True,True,G2
boundary_tradeoff,exponential,strong,1.0,0.8,L2,0.5,1.3,32.15913884757574,0.951229424500714,True,True,True,G3
boundary_tradeoff,exponential,strong,1.0,0.8,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,strong,1.0,0.8,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,strong,1.0,0.8,F_fast,0.5,0.5,12.506280876982748,1.6936000132901399,True,True,True,G6
boundary_tradeoff,exponential,strong,1.0,1.0,L0,0.0,1.0,43.52602158068175,0.7788007830714049,True,False,False,G1
boundary_tradeoff,exponential,strong,1.0,1.0,L1,0.25,1.15,38.83044962497387,0.8607079764250579,True,True,True,G2
boundary_tradeoff,exponential,strong,1.0,1.0,L2,0.5,1.3,32.15913884757574,0.951229424500714,True,True,True,G3
boundary_tradeoff,exponential,strong,1.0,1.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,strong,1.0,1.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,strong,1.0,1.0,F_fast,0.5,0.5,12.506280876982748,2.117000016612675,True,True,True,G6
boundary_tradeoff,exponential,strong,1.0,1.25,L0,0.0,1.0,43.52602158068175,0.7788007830714049,True,False,False,G1
boundary_tradeoff,exponential,strong,1.0,1.25,L1,0.25,1.15,38.83044962497387,0.8607079764250579,True,True,True,G2
boundary_tradeoff,exponential,strong,1.0,1.25,L2,0.5,1.3,32.15913884757574,0.951229424500714,True,True,True,G3
boundary_tradeoff,exponential,strong,1.0,1.25,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,strong,1.0,1.25,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,strong,1.0,1.25,F_fast,0.5,0.5,12.506280876982748,2.6462500207658435,True,True,True,G6
boundary_tradeoff,exponential,strong,1.0,1.5,L0,0.0,1.0,43.52602158068175,0.7788007830714049,True,False,False,G1
boundary_tradeoff,exponential,strong,1.0,1.5,L1,0.25,1.15,38.83044962497387,0.8607079764250579,True,True,True,G2
boundary_tradeoff,exponential,strong,1.0,1.5,L2,0.5,1.3,32.15913884757574,0.951229424500714,True,True,True,G3
boundary_tradeoff,exponential,strong,1.0,1.5,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,strong,1.0,1.5,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,strong,1.0,1.5,F_fast,0.5,0.5,12.506280876982748,3.175500024919012,True,True,True,G6
boundary_tradeoff,exponential,strong,1.0,2.0,L0,0.0,1.0,43.52602158068175,0.7788007830714049,True,False,False,G1
boundary_tradeoff,exponential,strong,1.0,2.0,L1,0.25,1.15,38.83044962497387,0.8607079764250579,True,True,True,G2
boundary_tradeoff,exponential,strong,1.0,2.0,L2,0.5,1.3,32.15913884757574,0.951229424500714,True,True,True,G3
boundary_tradeoff,exponential,strong,1.0,2.0,L3,0.75,1.5,25.450971924173462,1.0,False,True,False,G4
boundary_tradeoff,exponential,strong,1.0,2.0,L4,1.0,1.75,18.91124888921351,1.0,True,True,True,G5
boundary_tradeoff,exponential,strong,1.0,2.0,F_fast,0.5,0.5,12.506280876982748,4.23400003322535,True,True,True,G6
